,InvoiceNo,StockCode,name,parent_category,Quantity,InvoiceDate,price,CustomerID
6532,921302,3452,SAMSUNG SM-A225 4/64GB WHITE,MƏİŞƏT TEXNİKASI,3,06/07/2022 07:18,499.0,6554
6533,763779,688,MASTER AG GÜNƏBAXAN TUM 60QR,ŞİRNİYYAT,3,09/04/2022 14:55,0.6,7449
6534,290676,607,CHAYNIK TEFAL MY TEA QARA,MƏİŞƏT TEXNİKASI,2,02/26/2023 00:59,209.99,1038
6535,928530,3556,AVŞAR MANGO-ANANAS ƏTİRLİ QAZLI SU 0.2 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,08/06/2022 07:19,0.99,1711
6536,343926,442,PAULANER HEFE-WEISSBIER PİVƏ 0.5 LT,SPİRTLİ İÇKİLƏR,5,03/30/2023 18:44,5.9,7212
6537,617544,3780,PALMOLIVE MAYE SABUN BAL TƏRKİBLİ 300 ML,ŞƏXSİ BAXIM,3,07/11/2022 14:27,3.89,5609
6538,326624,917,JALƏ ŞAFTALI ŞİRƏSİ  0.2 LT,ALKOQOLSUZ İÇKİLƏR,3,06/24/2022 02:52,0.56,7011
6539,286248,1943,REFRIGERATOR LG GN-C752HQCL SILVER,MƏİŞƏT TEXNİKASI,3,11/23/2022 00:43,1899.0,7448
6540,953032,3155,SUPER SUN ƏRİDİLMİŞ YAG 1.745 KG,BAQQALİYƏ,5,09/08/2022 11:38,19.55,2627
6541,923883,2010,SAFEGUARD SABUN ALOE 90 QR,ŞƏXSİ BAXIM,5,09/13/2022 20:14,1.85,1358
6542,447136,2749,AURA TUALET KAĞIZI 3 QAT 32 RULON,EV TƏMİZLİYİ VƏ AKSESUARLARI,1,08/06/2022 11:59,24.85,7286
6543,831415,3350,KARTOF SHEMKIR KQ,MEYVƏ VƏ TƏRƏVƏZ,4,07/09/2022 20:58,1.75,2540
6544,175062,2371,BELLA HERBS GİGİYENİK BEZ VERBENA TƏRKİBLİ 10 ƏDƏDLİ,ŞƏXSİ BAXIM,3,06/01/2022 18:48,3.15,8342
6545,643392,895,RASTISHKA YOQURT CIYELEK 100 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,3,12/29/2022 08:05,1.15,2938
6546,148040,87,PAMPERS UŞAQ BEZİ BÖYÜK BAĞLAMA N6 68 ƏDƏD,KÖRPƏ VƏ UŞAQLAR,1,08/31/2022 05:13,45.99,2682
6547,909790,1543,AZUR TƏMİZLİK ÜÇÜN ƏLCƏK S,EV TƏMİZLİYİ VƏ AKSESUARLARI,1,01/07/2023 05:28,1.89,4161
6548,357989,2756,AURA TUALET KAĞIZI 12 RULON,EV TƏMİZLİYİ VƏ AKSESUARLARI,2,08/25/2022 05:56,13.49,2713
6549,963751,2130,EPILYATOR BRAUN 3170 PUR BOX MN (6),MƏİŞƏT TEXNİKASI,1,05/25/2022 03:14,99.99,5136
6550,598213,1020,CHUDO KOKTAIL SHOKOLAD 3% 200QR,SÜD MƏHSULLARI VƏ YUMURTALAR,2,04/09/2022 12:15,0.89,9831
6551,794564,2665,WINCHESTER COMPACT BLUE SIQARET,SİQARETLƏR,2,05/14/2022 12:16,2.8,2763
6552,931694,1786,VITA1000 ŞAFTALI ŞİRƏSİ  0.2 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",5,09/18/2022 12:16,0.55,4737
6553,648189,74,JOHNSONS UŞAQ SAMPUNU 500 ML,KÖRPƏ VƏ UŞAQLAR,4,03/19/2022 06:41,9.49,8151
6554,164681,106,NEJNIY YOQURT ERIK/MANQO 1 2% 100QR,SÜD MƏHSULLARI VƏ YUMURTALAR,4,07/31/2022 02:13,0.69,4809
6555,152619,3437,YANTAR PENDIR 80 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,4,12/28/2022 17:33,0.57,2152
6556,946070,175,NIVEA ANTİPERSPİRANT «PUDRA EFFEKTLİ»  150ML,ŞƏXSİ BAXIM,3,10/02/2022 10:15,6.75,7254
6557,600030,3190,ORAL-B DİŞ MƏCUNU UŞAQLAR ÜÇÜN 75 ML,ŞƏXSİ BAXIM,3,11/20/2022 21:57,3.69,3537
6558,125071,928,DÜBRAR QAZSIZ SU 1 LT,ALKOQOLSUZ İÇKİLƏR,4,03/25/2022 05:55,0.59,7215
6559,266397,2419,LUKAS BIFESTI MORUQLU ŞOKOLAD KQ,ŞİRNİYYAT,3,03/09/2023 09:57,8.05,3281
6560,816338,36,PREDO UŞAQ NƏM SALFET 120 ƏDƏD,KÖRPƏ VƏ UŞAQLAR,1,06/27/2022 08:03,2.59,1176
6561,374937,1877,NESTLE SIYIQ BANAN TƏRKİBLİ 6AY 200 QR,KÖRPƏ VƏ UŞAQLAR,5,07/07/2022 08:33,6.15,1777
6562,765894,2366,MOLPED P.LINERS DEO FLOWER 20PCS,ŞƏXSİ BAXIM,2,04/09/2022 17:45,1.89,3857
6563,776467,3231,BRAVO BEST VYANA SOSİS,QASTRONOMİYA,4,10/30/2022 10:04,16.99,7513
6564,231372,1480,FEN ROWENTA CV1612F0 2000W,MƏİŞƏT TEXNİKASI,5,12/07/2022 20:46,59.0,7945
6565,452996,197,PROSTOKVASHINO SHIRIN KESMIK CIYELEK 40Q,SÜD MƏHSULLARI VƏ YUMURTALAR,5,11/01/2022 15:59,1.6,4999
6566,740610,3175,SENSODYNE DİŞ MƏCUNU KOMPLEKS MÜDAFİƏ 75 ML,ŞƏXSİ BAXIM,4,02/20/2023 17:28,8.99,8671
6567,782890,2229,GILTEKS MAVI 2NEFERLIK YATAQ DESTI,TEKSTİL,3,04/05/2022 17:17,59.99,2510
6568,395416,3260,OVQAT SOBA SOSİS UŞAQLAR ÜÇÜN PC,QASTRONOMİYA,1,02/24/2023 18:18,12.89,7830
6569,433551,543,CHAYNIK MS 1236C 0.6LT MESKO,MƏİŞƏT TEXNİKASI,3,01/19/2023 17:34,19.99,4106
6570,277615,349,BORJOMI QAZLI SU 1.25 LT,ALKOQOLSUZ İÇKİLƏR,4,03/15/2023 00:16,1.59,7107
6571,298620,2512,VALESTO BÖRƏK GÖBƏLƏKLİ,UN VƏ QƏNNADI MƏHSULLARI,1,03/29/2022 09:56,0.99,4584
6572,915041,3045,PALL MALL AMERICAN NIGHTS KAPSUL SIQARET,SİQARETLƏR,1,07/13/2022 02:39,2.8,3523
6573,948059,1233,AKBAR ÇAY EARL GREY 500Q QUTU,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,02/08/2023 19:19,13.05,3866
6574,624443,1465,GORDON'S JİN 1 LT,SPİRTLİ İÇKİLƏR,5,01/16/2023 12:34,55.99,8696
6575,883260,1998,PALMOLIVE SABUN ALOE VƏ ZEYTUN 90 QR,ŞƏXSİ BAXIM,5,12/20/2022 05:34,4.25,2798
6576,608764,3329,GOLDEN ROSE TUS MAXIM,ŞƏXSİ BAXIM,5,03/24/2022 11:10,4.49,6395
6577,777572,2179,UZQIRXAN PANASONIC ES-6002A520,MƏİŞƏT TEXNİKASI,3,03/13/2022 17:05,139.99,8967
6578,167265,3608,GÜLÜSTAN DUŞES LIMONADI  0.5 LT,ALKOQOLSUZ İÇKİLƏR,3,12/08/2022 20:34,0.75,2237
6579,224767,1453,J&B RARE VİSKİ 0.7 LT,SPİRTLİ İÇKİLƏR,5,03/05/2022 21:07,46.59,6316
6580,831519,948,GÜLÜSTAN TƏRXUN LIMONADI  0.5 LT,ALKOQOLSUZ İÇKİLƏR,1,11/04/2022 16:52,0.75,9657
6581,137425,2545,BORODIN COREK N1 400 GR,UN VƏ QƏNNADI MƏHSULLARI,1,04/11/2022 07:54,0.95,2286
6582,253474,2406,ALWAYS PLATINUM GECƏ GİGİYENİK BEZ 12 ƏDƏD,ŞƏXSİ BAXIM,1,01/10/2023 14:02,6.79,7368
6583,491991,2557,COREKCI KETE 120 QR,UN VƏ QƏNNADI MƏHSULLARI,4,10/28/2022 19:49,0.66,2547
6584,953582,356,SIRAB QAZLI SU 0.2 LT,ALKOQOLSUZ İÇKİLƏR,4,04/02/2022 02:11,0.6,3222
6585,718832,2109,SAMSUNG SM-A225 4/64GB GREEN,MƏİŞƏT TEXNİKASI,3,04/27/2022 12:33,499.0,1919
6586,314591,3646,MƏRCAN PREMİUM SOYUDULMUŞ FİLE KQ,ƏT VƏ TOYUQ,1,03/12/2023 16:29,9.0,7423
6587,169834,2247,PRINCESS SHAMPOO 2IN1 KAL. MALINKA 400ML,KÖRPƏ VƏ UŞAQLAR,1,01/08/2023 23:17,5.99,7738
6588,878203,3133,PAPIA MƏTBƏX DƏSMALI 2 RULON,EV TƏMİZLİYİ VƏ AKSESUARLARI,3,09/27/2022 11:39,4.39,3113
6589,979334,1308,KOTEX GÜNDƏLİK BEZİ AKTİV DEO 48PƏD,ŞƏXSİ BAXIM,5,10/31/2022 13:17,5.79,8896
6590,160424,2846,TV LED LG 55NANO806PA.AMCB NEW,MƏİŞƏT TEXNİKASI,4,12/28/2022 12:42,1499.0,8765
6591,140825,2406,ALWAYS PLATINUM GECƏ GİGİYENİK BEZ 12 ƏDƏD,ŞƏXSİ BAXIM,1,03/22/2022 10:20,6.79,3050
6592,573392,3661,"PAŞABAHÇE SU STƏKAN DƏSTİ 185ML, 6 ƏDƏD (SYILVANA)",EV VƏ MƏTBƏX ƏŞYALARI,3,12/08/2022 02:35,6.5,2493
6593,197453,1141,ROŞEN TÜND PLITKA ŞOKOLAD BADAM 90 QR,ŞİRNİYYAT,2,10/29/2022 18:08,1.9,3105
6594,295796,3592,BONAQUA QAZSIZ SU 1 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",2,07/29/2022 16:33,0.7,4790
6595,335406,2388,ZELENAYA APTEKA İNTİM MAYE SABUN ÇOBANYASDIĞI TƏRKİBLİ 370 ML,ŞƏXSİ BAXIM,3,06/05/2022 09:14,4.59,4860
6596,899029,3778,PALMOLIVE SABUN ÇİYƏLƏK AROMALI 90 QR,ŞƏXSİ BAXIM,5,05/10/2022 06:05,1.39,1018
6597,914644,3730,RICHMOND TOZ SEKER_1.8 KG*5,BAQQALİYƏ,4,06/05/2022 20:41,3.65,9862
6598,767973,3408,"PAŞABAHÇE SU STƏKAN DƏSTİ 275ML, 6 ƏDƏD (TANGO)",EV VƏ MƏTBƏX ƏŞYALARI,2,01/19/2023 22:20,5.89,3912
6599,160423,63,PRINCESS DODAQ PARILDADICISI ÇİYƏLƏK 10ML,KÖRPƏ VƏ UŞAQLAR,4,08/22/2022 08:14,7.75,6189
6600,662594,2185,MIKSER SINBO SMX-2758,MƏİŞƏT TEXNİKASI,5,05/03/2022 11:56,49.99,3505
6601,842173,3679,MUTLU MAKARON  SPAGETTİ 1.8MM 500QR,BAQQALİYƏ,4,01/15/2023 12:01,1.49,1309
6602,298450,1441,SAVALAN TRAMINER AĞ KƏMTURŞ ŞƏRAB 0.75 LT,SPİRTLİ İÇKİLƏR,1,11/27/2022 08:39,16.09,5112
6603,796500,3065,PREDO BABY 2 UŞAQ BEZİ MİNİ JAMBO 76 ƏDƏD,KÖRPƏ VƏ UŞAQLAR,1,04/02/2022 13:40,19.1,4920
6604,711870,2964,PALL MALL MIAMI SUNSET KAPSUL SIQARET,SİQARETLƏR,5,01/20/2023 02:40,2.7,1719
6605,550664,2546,N1 BUĞDA UNU ÇÖRƏK 300 QR,UN VƏ QƏNNADI MƏHSULLARI,1,04/22/2022 08:20,0.72,7720
6606,540289,3137,YONCA QARGIDALI YAĞI 1LT,BAQQALİYƏ,2,03/07/2022 13:18,8.45,3365
6607,521974,1855,MAMAKO PREMIUM 0-6 AY SUD QARISIGI 400GR,KÖRPƏ VƏ UŞAQLAR,1,03/01/2022 14:21,48.99,6356
6608,662153,1266,AZƏRÇAY BUKET 500Q SƏFFAF PAKET,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,08/14/2022 04:52,13.35,7932
6609,901096,893,DANONE KESMIKLI YOQURT SHAFTALI 170 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,4,03/17/2022 09:31,2.25,1186
6610,846090,1485,UZQIRXAN PHILIPS S1232/41,MƏİŞƏT TEXNİKASI,3,03/06/2023 05:37,129.0,3883
6611,491024,555,METBEX TEREZISI AD 3138  ADLER QIRMIZI,MƏİŞƏT TEXNİKASI,2,03/22/2023 03:04,24.99,6912
6612,149627,136,NEJNIY YOQURT SAFTALI 5% 100QR,SÜD MƏHSULLARI VƏ YUMURTALAR,3,12/06/2022 19:45,0.89,9583
6613,765535,3405,PAŞABAHÇE KASA 16.2SM (BOHO),EV VƏ MƏTBƏX ƏŞYALARI,1,08/12/2022 14:53,5.79,8717
6614,884346,1527,YORK PAMBIQ YER BEZİ 1 ƏDƏD,EV TƏMİZLİYİ VƏ AKSESUARLARI,5,08/27/2022 07:09,2.19,3809
6615,440614,167,NIVEA SPRAY DEO QADIN TERAVET ENER150ML,ŞƏXSİ BAXIM,2,09/17/2022 19:10,6.75,4480
6616,269418,1875,HEINZ SIYIQ SUD TƏRKİBLİ 6AY+ 200 QR,KÖRPƏ VƏ UŞAQLAR,1,06/11/2022 07:26,6.49,7390
6617,847205,1625,ABC YUYUCU TOZ DAQ TERAVETI AVTOMAT 1.5KQ,EV TƏMİZLİYİ VƏ AKSESUARLARI,1,03/22/2022 16:37,5.99,6426
6618,431073,2158,SAMSUNG SM-A217 3GB/32GB BLUE,MƏİŞƏT TEXNİKASI,3,03/01/2023 11:29,409.0,8346
6619,646838,42,NUTRILAK 3 GURU SUD ICKISI 350GR,KÖRPƏ VƏ UŞAQLAR,1,07/08/2022 22:48,10.99,8566
6620,767815,2345,YORK QAB SUNGERI MAXI 5 EDED,EV TƏMİZLİYİ VƏ AKSESUARLARI,4,07/09/2022 23:46,1.29,5178
6621,364525,576,SITRUS SIRECEKEN CR4008 CAMRY,MƏİŞƏT TEXNİKASI,3,08/25/2022 09:26,39.99,2243
6622,276722,154,UZUN OMUR IVANOVKA SHOR 230 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,2,11/14/2022 05:57,2.05,5529
6623,540025,201,PROSTOKVASHINO OVULMUSH KESMIK 5% 320QR,SÜD MƏHSULLARI VƏ YUMURTALAR,2,03/15/2023 10:48,6.35,8255
6624,763996,1832,CAPPY PULPY PORTAĞAL ŞİRƏSİ  1 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,10/06/2022 18:22,2.25,4480
6625,304844,3633,MƏRCAN SOYUDULMUŞ TOYUQ QANADI QABDA,ƏT VƏ TOYUQ,3,03/18/2023 11:07,6.89,2768
6626,396501,3758,VALESTO BOREK TOYUQ ETLI,UN VƏ QƏNNADI MƏHSULLARI,2,02/10/2023 04:01,0.99,5967
6627,408679,2475,COREKCI ZIRE COREYI 400 GR,UN VƏ QƏNNADI MƏHSULLARI,5,03/08/2022 18:34,1.05,7107
6628,730745,1796,VITA1000 ŞAFTALI ŞİRƏSİ  1 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",5,01/17/2023 22:40,2.29,2377
6629,608191,1470,GUINNESS ORİJİNAL PİVƏ 0.45 LT,SPİRTLİ İÇKİLƏR,2,03/10/2022 05:07,4.65,4395
6630,749998,1079,GARNIER COLOR NATURALS SAÇ BOYASI QUMLU SAHİL 8.1,ŞƏXSİ BAXIM,3,03/14/2022 08:41,5.35,6017
6631,816446,1462,STARAPRAGA PREMIUM PİVƏ 1.5 LT,SPİRTLİ İÇKİLƏR,2,03/08/2023 13:30,6.55,4845
6632,559333,2169,LENOVO TAB 4 7305 3G 1GB/16GB GREY WITH CASE,MƏİŞƏT TEXNİKASI,4,03/10/2022 06:49,189.0,8070
6633,676521,2470,BİNƏ KÜRƏ ÇÖRƏYİ,UN VƏ QƏNNADI MƏHSULLARI,5,12/28/2022 22:31,0.81,3634
6634,530614,3278,OVÇULAR KÜLLƏMƏ SOSİS KQ,QASTRONOMİYA,1,07/03/2022 23:18,13.15,7073
6635,656173,2097,MEYSƏRİ SƏNƏM ÇƏHRAYI ŞƏRAB 0.75 LT,SPİRTLİ İÇKİLƏR,4,12/24/2022 08:07,22.69,7291
6636,800910,1623,ABC YUYUCU TOZ RENGLI PALT AVTOMAT 1.5KQ,EV TƏMİZLİYİ VƏ AKSESUARLARI,3,12/02/2022 03:28,5.99,9694
6637,668445,1363,GARNIER COLOR NATURALS SAÇ BOYASI N1002,ŞƏXSİ BAXIM,1,01/13/2023 11:38,5.35,6356
6638,905228,2679,PRIMA DELUXE BLUE SİQARET,SİQARETLƏR,5,03/14/2023 04:50,2.3,3813
6639,818658,1673,ARIEL TABLET RƏNGLİ PALTARLAR ÜÇÜN 30 ƏDƏD,EV TƏMİZLİYİ VƏ AKSESUARLARI,3,08/06/2022 14:58,33.99,2938
6640,644670,143,FRIENDSHIP GOUDA PENDIRI 48% 1KQ,SÜD MƏHSULLARI VƏ YUMURTALAR,1,02/26/2023 15:39,19.89,1440
6641,236455,3627,DANA ANTREKOT SÜMÜKSÜZ TİKƏ,ƏT VƏ TOYUQ,3,02/07/2023 08:00,26.99,5937
6642,156727,2589,BARNİ SÜDLÜ KEKS 150 QR,ŞİRNİYYAT,4,12/08/2022 11:16,2.49,8361
6643,124183,2353,QAYMAQ QATIQ 870 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,1,07/28/2022 20:22,3.49,7073
6644,384674,2297,HEAD&SHOULDERS ŞAMPUN SİTRUS 600 ML,ŞƏXSİ BAXIM,2,06/12/2022 10:17,13.59,6587
6645,820352,3648,SİYƏZƏN TƏZƏ TOYUQ YAŞIL PAKET,ƏT VƏ TOYUQ,2,04/13/2022 19:15,4.65,6195
6646,804072,3657,"PAŞABAHÇE SU STƏKAN DƏSTİ 275ML, 6 ƏDƏD (TANGO)",EV VƏ MƏTBƏX ƏŞYALARI,4,10/02/2022 21:37,5.89,3810
6647,494039,2164,SAMSUNG A52 4GB/128GB WHITE,MƏİŞƏT TEXNİKASI,4,11/29/2022 11:37,719.0,1859
6648,473553,1018,DISNEY KAKAO SUD 180 ML,SÜD MƏHSULLARI VƏ YUMURTALAR,2,08/13/2022 04:33,1.21,1977
6649,233921,1075,PALETTE SAÇ BOYASI ICC R4 ŞABALID,ŞƏXSİ BAXIM,2,10/15/2022 00:20,5.79,3903
6650,802156,1304,BLEND-A-MED DİŞ MƏCUNU 125 ML,ŞƏXSİ BAXIM,5,08/25/2022 00:02,3.55,4270
6651,373095,858,DANISSIMO KESMIKLI PUSTE-DONDURMA 130 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,4,11/26/2022 20:37,2.15,9182
6652,377347,2585,BARNİ ŞOKOLADLI KEKS 30 QR,ŞİRNİYYAT,3,10/18/2022 01:59,0.9,2610
6653,867300,3468,SAMSUNG SM-A037 3GB/32GB BLACK A03S,MƏİŞƏT TEXNİKASI,5,01/28/2023 04:22,259.0,7320
6654,920496,2999,NEO BRILLIANT BERRY GLO SIQARET,SİQARETLƏR,4,06/13/2022 17:46,4.2,9798
6655,835208,2141,DOGRAYICI  VITEK VT-1639,MƏİŞƏT TEXNİKASI,1,07/14/2022 08:14,55.0,1233
6656,338013,2378,MOLPED BEZ SUPERNIGHT SUPER UZUN 5X16,ŞƏXSİ BAXIM,1,06/14/2022 02:51,3.45,2938
6657,777236,2090,HILLSIDE ŞARDONE AĞ TURŞ ŞƏRAB 0.75 LT,SPİRTLİ İÇKİLƏR,1,01/02/2023 22:08,17.99,2547
6658,162792,2967,KENO NANO ORANGE KAPSUL SIQARET,SİQARETLƏR,3,03/28/2022 17:28,2.3,1919
6659,591310,2781,RENGLI MINDER 40X40,TEKSTİL,5,01/13/2023 18:41,3.99,5385
6660,971946,2779,GILTEKS 2NEFERLIK MAVI CARSAF 160X200,TEKSTİL,3,08/15/2022 02:34,22.99,2656
6661,747152,1915,WASHING MACHINE FINLUX F4T0812S,MƏİŞƏT TEXNİKASI,1,01/23/2023 19:12,669.0,7922
6662,607302,2378,MOLPED BEZ SUPERNIGHT SUPER UZUN 5X16,ŞƏXSİ BAXIM,2,03/23/2023 12:30,3.45,7095
6663,311355,1223,SULTAN BASMATI DÜYÜ PET 1.9KQ,BAQQALİYƏ,1,02/24/2023 23:22,9.69,7268
6664,696330,2382,MOLPED BEZ ULTRA ƏTİRLİ GECƏ ÜÇÜN 7 ƏDƏD,ŞƏXSİ BAXIM,3,12/30/2022 10:34,3.45,9379
6665,295706,1020,CHUDO KOKTAIL SHOKOLAD 3% 200QR,SÜD MƏHSULLARI VƏ YUMURTALAR,1,12/10/2022 21:05,0.89,6285
6666,118918,1081,PALETTE SAÇ BOYASI ICC  C6 ORTA SOYUQ SARIŞIN,ŞƏXSİ BAXIM,3,03/31/2023 20:11,5.79,3757
6667,179283,1890,HEINZ SÜDLÜ MEYVƏLİ SIYIQ 12AY+200QR,KÖRPƏ VƏ UŞAQLAR,5,06/15/2022 23:27,6.49,9079
6668,607376,1214,TAMAŞAA BASMATİ DÜYÜ 910Q,BAQQALİYƏ,2,01/30/2023 14:32,4.95,4228
6669,149282,2469,YEDOY NAXÇIVAN LAVAŞI 5 ƏDƏDLİ,UN VƏ QƏNNADI MƏHSULLARI,1,10/10/2022 02:12,1.07,4305
6670,122427,3457,SAMSUNG A72 6GB/128GB BLUE,MƏİŞƏT TEXNİKASI,3,02/26/2023 16:32,999.0,7295
6671,462121,3071,PREDO BABY 4 USAQ BEZI MINI 10 EDED,KÖRPƏ VƏ UŞAQLAR,1,10/25/2022 17:19,3.85,9851
6672,826815,2344,YORK DOSEME SILGISI,EV TƏMİZLİYİ VƏ AKSESUARLARI,1,03/18/2023 12:23,16.99,1265
6673,613094,2153,BLENDER MR-509,MƏİŞƏT TEXNİKASI,5,09/20/2022 04:12,29.0,9085
6674,701522,2856,WAITROSE BELÇİKA FINDIQLI TÜND ŞOKOLAD PLİTKASI 200 QR,ŞİRNİYYAT,1,12/24/2022 12:38,6.0,1983
6675,368209,3073,DALIN UŞAQ NƏM SALFETİ ÜÇLÜ 3*56 ƏDƏD,KÖRPƏ VƏ UŞAQLAR,3,04/17/2022 17:45,8.35,8310
6676,705526,3481,SAMSUNG A52 4GB/128GB BLACK,MƏİŞƏT TEXNİKASI,3,09/30/2022 08:15,719.0,7449
6677,900555,3094,HUGGIES ULTRA COMFORT UŞAQ BEZİ N4 8-14 KQ QIZLAR ÜÇÜN 19 ƏDƏD,KÖRPƏ VƏ UŞAQLAR,3,11/09/2022 16:19,12.39,1244
6678,497797,2184,HAVA NEMLENDİRİCİ AD7957 ADLER,MƏİŞƏT TEXNİKASI,4,06/27/2022 10:45,89.0,5124
6679,345632,188,RAMSUD SHOR 1KQ,SÜD MƏHSULLARI VƏ YUMURTALAR,4,03/12/2022 12:17,4.39,1154
6680,126967,164,REXONA DEO KOMUR DETOKS 150 ML,ŞƏXSİ BAXIM,2,09/14/2022 04:17,4.45,8343
6681,597059,647,FANAT SUXARİ DANA ETİ ACIKA 70 QR,ŞİRNİYYAT,3,04/08/2022 17:41,0.59,5977
6682,426137,1287,NIVEA SPRAY DEO PUDRA EFFEKTI FRES150ML,ŞƏXSİ BAXIM,5,01/28/2023 06:46,6.75,8287
6683,261863,2195,EL BLENDER BRAUN MQ 3025,MƏİŞƏT TEXNİKASI,1,04/09/2022 16:57,149.0,1585
6684,330715,3374,BADAM B KQ,MEYVƏ VƏ TƏRƏVƏZ,2,12/06/2022 10:22,20.99,4809
6685,353390,1306,UNI QULAQ ÇÖPÜ UŞAQLAR ÜÇÜN 100 ƏDƏDLİ,ŞƏXSİ BAXIM,5,11/01/2022 23:45,1.85,9565
6686,486041,2212,GILTEKS 2NEFERLIK KREM CARSAF 160X200,TEKSTİL,1,01/15/2023 06:53,22.99,9518
6687,501905,3213,KRAL QƏLYANALTI SERVELAT KQ,QASTRONOMİYA,5,04/14/2022 06:54,14.95,5255
6688,841090,3614,GO GOLD ENERJI İÇKİSI  0.5 LT,ALKOQOLSUZ İÇKİLƏR,4,04/07/2022 05:35,1.5,7552
6689,712411,761,LAIMON FRESH SƏRİNLƏŞDİRİCİ İÇKİ 0.5 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",2,04/08/2022 16:09,1.1,1362
6690,774912,2471,NUR ZAVOD COREYI,UN VƏ QƏNNADI MƏHSULLARI,2,09/13/2022 13:24,0.65,1832
6691,712306,2248,SPIDER MAN WASHING GEL 400ML,KÖRPƏ VƏ UŞAQLAR,3,08/07/2022 15:47,4.99,2317
6692,326005,1718,FRUKTOVIY SAD ALBALI ŞİRƏSİ  0.2 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,08/08/2022 13:33,0.6,2456
6693,359013,2401,KOTEX GİGİYENİK BEZ ULTRA YUMŞAQ NORMAL 2-Lİ 20 ƏDƏD,ŞƏXSİ BAXIM,4,11/28/2022 04:56,4.35,8407
6694,420882,1582,YORK TƏMİZLİK ƏLCƏYİ L,EV TƏMİZLİYİ VƏ AKSESUARLARI,1,06/13/2022 15:49,1.49,7642
6695,142745,1084,PALETTE SAÇ BOYASI ICC N7 AÇIQ SARIŞIN,ŞƏXSİ BAXIM,3,07/14/2022 22:14,5.79,7475
6696,369216,3672,MUTLU MAKARON SPİRAL GRANDE 500QR,BAQQALİYƏ,1,05/10/2022 04:13,1.49,8750
6697,564999,753,QIZIL QUYU QIZILGÜL LIMONADI  1.5 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,11/20/2022 18:40,1.85,4260
6698,229460,522,OZMO FUN KONFET 23 QR,ŞİRNİYYAT,1,12/01/2022 04:11,1.0,5481
6699,401164,1901,WASHING MACHINE FINLUX F4T0812W,MƏİŞƏT TEXNİKASI,5,06/26/2022 21:47,649.0,9363
6700,241651,904,DÜBRAR QAZSIZ SU 1.5 LT,ALKOQOLSUZ İÇKİLƏR,3,10/05/2022 12:32,0.65,2611
6701,394378,2768,GILTEKS BOZ 1NEFERLIK YATAQ DESTI,TEKSTİL,1,02/23/2023 09:50,39.99,7527
6702,505180,1257,AZERCAY BERQAMOT 25EDEDLI,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,12/08/2022 03:52,1.99,8384
6703,249021,2137,BUXARLI UTU AD 5030 ADLER,MƏİŞƏT TEXNİKASI,4,02/04/2023 09:19,59.0,4480
6704,908993,3273,SEVİMLİ DAD KÖZLƏMƏ SOSİS KQ,QASTRONOMİYA,2,11/29/2022 15:14,9.49,7126
6705,528671,1097,EXCELLENCE PLITKA ŞOKOLAD QREYFRUT 100 QR,ŞİRNİYYAT,4,01/26/2023 04:33,6.49,9210
6706,708698,782,PEPSI COLA  1 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,05/14/2022 14:50,1.29,4771
6707,452763,3269,SEVİMLİ DAD KÜBAR ZERNİSTY ÇİY HİSƏ VERİLMİŞ SERVELAT,QASTRONOMİYA,1,08/14/2022 13:25,29.19,1351
6708,133106,1530,YORK DÖŞƏMƏ SİLGİSİ EHTİYYATI PEPİTA,EV TƏMİZLİYİ VƏ AKSESUARLARI,4,09/30/2022 18:23,7.89,6483
6709,283968,767,PEPSI COLA  2 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",1,10/30/2022 16:03,2.0,9914
6710,656570,1057,TONIKA SAÇ TONLAŞDIRCI BALZAM N921 150ML,ŞƏXSİ BAXIM,2,11/05/2022 03:59,5.1,9492
